Event,Remark,Protocols,event_type,count_rows
MOVE,F040T050,NA,repro,2
MOVE,F040T101,NA,repro,1
MOVE,F040T202,NA,repro,2
MOVE,F040T538,NA,repro,1
MOVE,F040T539,NA,repro,1
MOVE,F041T000,NA,repro,1
MOVE,F041T009,NA,repro,1
MOVE,F041T020,NA,repro,11
MOVE,F041T040,NA,repro,1
MOVE,F041T042,NA,repro,52
MOVE,F041T043,NA,repro,31
MOVE,F041T044,NA,repro,41
MOVE,F041T045,NA,repro,60
MOVE,F041T047,NA,repro,1
MOVE,F041T048,NA,repro,2
MOVE,F041T049,NA,repro,33
MOVE,F041T050,NA,repro,63
MOVE,F041T101,NA,repro,4
MOVE,F041T150,NA,repro,6
MOVE,F041T201,NA,repro,58
MOVE,F041T202,NA,repro,1
MOVE,F041T538,NA,repro,2
MOVE,F042T020,NA,repro,1
MOVE,F042T041,NA,repro,1
MOVE,F042T043,NA,repro,18
MOVE,F042T044,NA,repro,33
MOVE,F042T045,NA,repro,26
MOVE,F042T048,NA,repro,1
MOVE,F042T049,NA,repro,4
MOVE,F042T050,NA,repro,4
MOVE,F042T539,NA,repro,1
MOVE,F043T045,NA,repro,1
MOVE,F043T047,NA,repro,21
MOVE,F043T048,NA,repro,1
MOVE,F043T049,NA,repro,2
MOVE,F043T050,NA,repro,5
MOVE,F044T020,NA,repro,1
MOVE,F044T041,NA,repro,12
MOVE,F044T042,NA,repro,1
MOVE,F044T043,NA,repro,11
MOVE,F044T047,NA,repro,11
MOVE,F044T049,NA,repro,3
MOVE,F044T050,NA,repro,10
MOVE,F044T101,NA,repro,1
MOVE,F045T020,NA,repro,3
MOVE,F045T041,NA,repro,1
MOVE,F045T042,NA,repro,24
MOVE,F045T043,NA,repro,4
MOVE,F045T044,NA,repro,8
MOVE,F045T048,NA,repro,1
MOVE,F045T049,NA,repro,8
MOVE,F045T050,NA,repro,6
MOVE,F046T020,NA,repro,10
MOVE,F046T044,NA,repro,2
MOVE,F046T049,NA,repro,5
MOVE,F046T050,NA,repro,11
MOVE,F046T100,NA,repro,1
MOVE,F047T020,NA,repro,9
MOVE,F047T041,NA,repro,3
MOVE,F047T046,NA,repro,22
MOVE,F047T049,NA,repro,6
MOVE,F047T050,NA,repro,19
MOVE,F047T201,NA,repro,4
MOVE,F048T020,NA,repro,8
MOVE,F048T021,NA,repro,1
MOVE,F048T046,NA,repro,19
MOVE,F048T047,NA,repro,15
MOVE,F048T049,NA,repro,10
MOVE,F048T050,NA,repro,9
MOVE,F048T100,NA,repro,35
MOVE,F048T101,NA,repro,1
MOVE,F048T201,NA,repro,1
MOVE,F049T020,NA,repro,25
MOVE,F049T041,NA,repro,1
MOVE,F049T050,NA,repro,15
MOVE,F049T100,NA,repro,2
MOVE,F049T537,NA,repro,2
MOVE,F049T538,NA,repro,1
MOVE,F050T020,NA,repro,44
MOVE,F050T041,NA,repro,5
MOVE,F050T042,NA,repro,6
MOVE,F050T044,NA,repro,5
MOVE,F050T048,NA,repro,3
MOVE,F050T049,NA,repro,26
MOVE,F050T150,NA,repro,4
MOVE,F050T550,NA,repro,14
MOVE,F050T557,NA,repro,1
MOVE,F100T000,NA,repro,1
MOVE,F100T020,NA,repro,24
MOVE,F100T048,NA,repro,22
MOVE,F100T049,NA,repro,4
MOVE,F100T050,NA,repro,5
MOVE,F100T101,NA,repro,326
MOVE,F100T537,NA,repro,717
MOVE,F100T538,NA,repro,191
MOVE,F101T000,NA,repro,1
MOVE,F101T018,NA,repro,2
MOVE,F101T020,NA,repro,1
MOVE,F101T021,NA,repro,1
MOVE,F101T025,NA,repro,1
MOVE,F101T041,NA,repro,7
MOVE,F101T048,NA,repro,1
MOVE,F101T542,NA,repro,81
MOVE,F101T544,NA,repro,157
MOVE,F101T545,NA,repro,1
MOVE,F101T547,NA,repro,1
MOVE,F101T548,NA,repro,1
MOVE,F101T550,NA,repro,1
MOVE,F101T551,NA,repro,2
MOVE,F101T552,NA,repro,1
MOVE,F101T553,NA,repro,3
MOVE,F101T554,NA,repro,1
MOVE,F101T556,NA,repro,25
MOVE,F101T558,NA,repro,1
MOVE,F150T041,NA,repro,1
MOVE,F201T007,NA,repro,1
MOVE,F201T040,NA,repro,1
MOVE,F201T041,NA,repro,6
MOVE,F201T050,NA,repro,1
MOVE,F202T020,NA,repro,3
MOVE,F202T040,NA,repro,31
MOVE,F202T041,NA,repro,13
MOVE,F202T049,NA,repro,5
MOVE,F202T050,NA,repro,1
MOVE,F537T020,NA,repro,19
MOVE,F537T021,NA,repro,31
MOVE,F537T049,NA,repro,2
MOVE,F537T050,NA,repro,1
MOVE,F537T538,NA,repro,29
MOVE,F537T539,NA,repro,111
MOVE,F537T540,NA,repro,2
MOVE,F537T541,NA,repro,3
MOVE,F537T543,NA,repro,1
MOVE,F538T020,NA,repro,1
MOVE,F538T021,NA,repro,29
MOVE,F538T040,NA,repro,3
MOVE,F538T048,NA,repro,4
MOVE,F538T049,NA,repro,2
MOVE,F538T050,NA,repro,2
MOVE,F538T537,NA,repro,1
MOVE,F538T539,NA,repro,245
MOVE,F538T540,NA,repro,108
MOVE,F538T545,NA,repro,1
MOVE,F538T554,NA,repro,1
MOVE,F539T000,NA,repro,1
MOVE,F539T020,NA,repro,13
MOVE,F539T021,NA,repro,27
MOVE,F539T042,NA,repro,1
MOVE,F539T541,NA,repro,154
MOVE,F539T543,NA,repro,2
MOVE,F539T544,NA,repro,1
MOVE,F539T545,NA,repro,6
MOVE,F540T020,NA,repro,5
MOVE,F540T021,NA,repro,17
MOVE,F540T050,NA,repro,2
MOVE,F540T539,NA,repro,2
MOVE,F540T543,NA,repro,178
MOVE,F540T544,NA,repro,12
MOVE,F540T545,NA,repro,2
MOVE,F540T546,NA,repro,1
MOVE,F541T020,NA,repro,4
MOVE,F541T021,NA,repro,21
MOVE,F541T538,NA,repro,2
MOVE,F541T543,NA,repro,103
MOVE,F541T544,NA,repro,118
MOVE,F541T545,NA,repro,7
MOVE,F541T546,NA,repro,4
MOVE,F542T018,NA,repro,889
MOVE,F542T021,NA,repro,2
MOVE,F542T544,NA,repro,3
MOVE,F542T545,NA,repro,146
MOVE,F542T546,NA,repro,91
MOVE,F542T552,NA,repro,80
MOVE,F542T554,NA,repro,1
MOVE,F542T555,NA,repro,1
MOVE,F543T020,NA,repro,5
MOVE,F543T021,NA,repro,9
MOVE,F543T541,NA,repro,28
MOVE,F543T544,NA,repro,20
MOVE,F543T545,NA,repro,118
MOVE,F543T546,NA,repro,1
MOVE,F543T547,NA,repro,1
MOVE,F543T559,NA,repro,3
MOVE,F544T020,NA,repro,2
MOVE,F544T021,NA,repro,6
MOVE,F544T049,NA,repro,1
MOVE,F544T545,NA,repro,16
MOVE,F544T546,NA,repro,143
MOVE,F544T547,NA,repro,2
MOVE,F545T020,NA,repro,2
MOVE,F545T021,NA,repro,16
MOVE,F545T544,NA,repro,57
MOVE,F545T546,NA,repro,213
MOVE,F545T548,NA,repro,14
MOVE,F545T556,NA,repro,4
MOVE,F546T000,NA,repro,15
MOVE,F546T020,NA,repro,2
MOVE,F546T021,NA,repro,12
MOVE,F546T050,NA,repro,1
MOVE,F546T544,NA,repro,13
MOVE,F546T547,NA,repro,1
MOVE,F546T548,NA,repro,3
MOVE,F546T550,NA,repro,27
MOVE,F546T556,NA,repro,4
MOVE,F546T558,NA,repro,99
MOVE,F546T559,NA,repro,24
MOVE,F547T020,NA,repro,7
MOVE,F547T021,NA,repro,7
MOVE,F547T546,NA,repro,16
MOVE,F547T548,NA,repro,43
MOVE,F547T549,NA,repro,38
MOVE,F547T550,NA,repro,56
MOVE,F547T552,NA,repro,10
MOVE,F547T555,NA,repro,1
MOVE,F547T556,NA,repro,9
MOVE,F547T557,NA,repro,36
MOVE,F547T558,NA,repro,3
MOVE,F547T559,NA,repro,21
MOVE,F548T020,NA,repro,4
MOVE,F548T021,NA,repro,7
MOVE,F548T050,NA,repro,9
MOVE,F548T542,NA,repro,1
MOVE,F548T550,NA,repro,63
MOVE,F548T552,NA,repro,52
MOVE,F548T556,NA,repro,78
MOVE,F548T557,NA,repro,7
MOVE,F548T558,NA,repro,10
MOVE,F548T559,NA,repro,25
MOVE,F549T018,NA,repro,2
MOVE,F549T021,NA,repro,11
MOVE,F549T050,NA,repro,5
MOVE,F549T548,NA,repro,2
MOVE,F549T550,NA,repro,17
MOVE,F549T551,NA,repro,19
MOVE,F549T552,NA,repro,75
MOVE,F549T553,NA,repro,5
MOVE,F549T554,NA,repro,4
MOVE,F549T556,NA,repro,56
MOVE,F549T557,NA,repro,9
MOVE,F549T558,NA,repro,5
MOVE,F550T018,NA,repro,17
MOVE,F550T021,NA,repro,9
MOVE,F550T547,NA,repro,2
MOVE,F550T549,NA,repro,1
MOVE,F550T551,NA,repro,88
MOVE,F550T552,NA,repro,34
MOVE,F550T553,NA,repro,50
MOVE,F550T556,NA,repro,1
MOVE,F550T558,NA,repro,20
MOVE,F551T018,NA,repro,11
MOVE,F551T021,NA,repro,8
MOVE,F551T549,NA,repro,2
MOVE,F551T550,NA,repro,23
MOVE,F551T552,NA,repro,40
MOVE,F551T553,NA,repro,29
MOVE,F551T556,NA,repro,1
MOVE,F552T018,NA,repro,16
MOVE,F552T020,NA,repro,1
MOVE,F552T021,NA,repro,4
MOVE,F552T542,NA,repro,72
MOVE,F552T550,NA,repro,2
MOVE,F552T551,NA,repro,16
MOVE,F552T553,NA,repro,133
MOVE,F552T554,NA,repro,44
MOVE,F552T558,NA,repro,1
MOVE,F553T018,NA,repro,13
MOVE,F553T021,NA,repro,4
MOVE,F553T547,NA,repro,1
MOVE,F553T548,NA,repro,1
MOVE,F553T549,NA,repro,1
MOVE,F553T554,NA,repro,131
MOVE,F553T555,NA,repro,11
MOVE,F554T000,NA,repro,1
MOVE,F554T018,NA,repro,82
MOVE,F554T019,NA,repro,2
MOVE,F554T021,NA,repro,6
MOVE,F554T542,NA,repro,141
MOVE,F554T547,NA,repro,1
MOVE,F554T548,NA,repro,4
MOVE,F554T549,NA,repro,3
MOVE,F554T550,NA,repro,4
MOVE,F554T551,NA,repro,14
MOVE,F554T553,NA,repro,1
MOVE,F554T555,NA,repro,108
MOVE,F554T556,NA,repro,2
MOVE,F555T018,NA,repro,118
MOVE,F555T021,NA,repro,4
MOVE,F555T542,NA,repro,78
MOVE,F555T547,NA,repro,4
MOVE,F555T548,NA,repro,2
MOVE,F555T550,NA,repro,3
MOVE,F555T551,NA,repro,10
MOVE,F555T554,NA,repro,1
MOVE,F555T556,NA,repro,1
MOVE,F556T021,NA,repro,10
MOVE,F556T046,NA,repro,1
MOVE,F556T542,NA,repro,40
MOVE,F556T550,NA,repro,1
MOVE,F556T551,NA,repro,1
MOVE,F556T552,NA,repro,20
MOVE,F556T554,NA,repro,25
MOVE,F556T555,NA,repro,28
MOVE,F556T558,NA,repro,97
MOVE,F557T020,NA,repro,8
MOVE,F557T021,NA,repro,2
MOVE,F557T544,NA,repro,1
MOVE,F557T550,NA,repro,10
MOVE,F557T551,NA,repro,1
MOVE,F557T552,NA,repro,11
MOVE,F557T554,NA,repro,18
MOVE,F557T555,NA,repro,4
MOVE,F557T556,NA,repro,29
MOVE,F558T000,NA,repro,1
MOVE,F558T020,NA,repro,1
MOVE,F558T021,NA,repro,3
MOVE,F558T542,NA,repro,12
MOVE,F558T550,NA,repro,59
MOVE,F558T551,NA,repro,6
MOVE,F558T552,NA,repro,29
MOVE,F558T553,NA,repro,5
MOVE,F558T554,NA,repro,6
MOVE,F558T557,NA,repro,8
MOVE,F558T559,NA,repro,94
MOVE,F559T020,NA,repro,1
MOVE,F559T021,NA,repro,3
MOVE,F559T542,NA,repro,40
MOVE,F559T550,NA,repro,73
MOVE,F559T551,NA,repro,2
MOVE,F559T552,NA,repro,36
MOVE,F559T553,NA,repro,4
MOVE,F559T554,NA,repro,54
MOVE,F559T555,NA,repro,12
MOVE,F559T558,NA,repro,1
OK,-,NA,repro,3
OK,.....///,NA,repro,1
OK,ABCESS,NA,repro,2
OK,ABORT BR,NA,repro,1
OK,ADH,NA,repro,13
OK,ANGUS,NA,repro,5
OK,BD,NA,repro,71
OK,BD0306,NA,repro,1
OK,BD0313,NA,repro,1
OK,BD0314,NA,repro,1
OK,BD0404,NA,repro,1
OK,BD0523,NA,repro,2
OK,BD0524,NA,repro,1
OK,BD0605,NA,repro,1
OK,BD0612,NA,repro,1
OK,BD0714,NA,repro,1
OK,BD0808,NA,repro,1
OK,BD0829,NA,repro,1
OK,BD1010,NA,repro,1
OK,BD1101,NA,repro,1
OK,BD1112,NA,repro,1
OK,BEEF,NA,repro,11
OK,BEFF,NA,repro,2
OK,BESERRO,NA,repro,1
OK,BRED,NA,repro,75
OK,CANR EYE,NA,repro,2
OK,CANRER,NA,repro,1
OK,CANSER,NA,repro,9
OK,CAR EYE,NA,repro,6
OK,CARNER,NA,repro,1
OK,CASER,NA,repro,2
OK,CHEK CYR,NA,repro,1
OK,CNR EYE,NA,repro,27
OK,CNR NT,NA,repro,1
OK,CNREYE,NA,repro,1
OK,CNSER EY,NA,repro,1
OK,CRONICA,NA,repro,2
OK,CYL,NA,repro,1
OK,DRY SPC,NA,repro,1
OK,DURA,NA,repro,2
OK,GN,NA,repro,9749
OK,GNRH,NA,repro,9065
OK,GRANDE,NA,repro,4
OK,HT,NA,repro,32
OK,IA,NA,repro,1
OK,INJ,NA,repro,3
OK,INJ LF,NA,repro,1
OK,INJLEGRR,NA,repro,1
OK,INJURY,NA,repro,1
OK,IV,NA,repro,2
OK,L,NA,repro,1
OK,L2,NA,repro,5463
OK,LAME,NA,repro,33
OK,LAME LF,NA,repro,1
OK,LAME LR,NA,repro,1
OK,LAME NT,NA,repro,1
OK,LAME RF,NA,repro,1
OK,LAME RR,NA,repro,2
OK,LOCA,NA,repro,5
OK,LRINJLEG,NA,repro,1
OK,LUT,NA,repro,11780
OK,LUT2,NA,repro,3090
OK,LV,NA,repro,2
OK,MOMIA,NA,repro,3
OK,MUETA,NA,repro,1
OK,NO MIKK,NA,repro,1
OK,NO MILK,NA,repro,8
OK,NT,NA,repro,1
OK,PINK EYE,NA,repro,1
OK,RESTIRA,NA,repro,1
OK,RESTIRAD,NA,repro,5
OK,RONCADOR,NA,repro,1
OK,SCARS,NA,repro,2
OK,SHK,NA,repro,1
OK,SIEGA,NA,repro,1
OK,TENDONES,NA,repro,11
OK,UDDER,NA,repro,1
OK,WELL,NA,repro,1
OK,NA,NA,repro,306
OPEN,ABORT,NA,repro,1
OPEN,BD,NA,repro,47
OPEN,BD0304,NA,repro,1
OPEN,BD0619,NA,repro,1
OPEN,BD1203,NA,repro,1
OPEN,BEEF,NA,repro,131
OPEN,BRED,NA,repro,7
OPEN,CYL,NA,repro,2
OPEN,CYR,NA,repro,5
OPEN,DAD,NA,repro,1
OPEN,DEAD,NA,repro,95
OPEN,DNB,NA,repro,672
OPEN,DNB3,NA,repro,1
OPEN,GN,NA,repro,9
OPEN,HEAT,NA,repro,1
OPEN,HT,NA,repro,43
OPEN,IA,NA,repro,2
OPEN,L2,NA,repro,3443
OPEN,LUT,NA,repro,151
OPEN,MOMMY,NA,repro,1
OPEN,NO BRED,NA,repro,1
OPEN,NOBRED,NA,repro,1
OPEN,RECHECK,NA,repro,1
OPEN,SCARS,NA,repro,1
OPEN,NA,NA,repro,547
PINKEYE,FLU1.15,NA,health,1
PINKEYE,LAT4.35,NA,health,191
PINKEYE,PENI,NA,health,5
PINKEYE,SPC,NA,health,118
PINKEYE,SPC.,NA,health,1
PINKEYE,SPE5.1,SPECTROMAST,health,58
PNEU,BAY.S3,NA,health,595
PNEU,BAY.S3.,NA,health,1
PNEU,BIO4.35B,BIOMYCN4 BAN2,health,562
PNEU,BL,NA,health,8
PNEU,CANCREYE,POLYFLEX.IM,health,1
PNEU,CHRONIC,NT BEEF,health,47
PNEU,CHRONIC4,NT BEEF,health,1
PNEU,DRA1.1,Draxxin KP,health,556
PNEU,DRA1.1,draxxin,health,119
PNEU,DRAX0.9,NA,health,10
PNEU,FLU1.15,NA,health,42
PNEU,NUF3.6,nuflor,health,2679
PNEU,PLY3.15,POLYFLEX.IM,health,468
PNEU,PLY3.153,POLYFLEX.IM,health,1
PNEU,RF,NA,health,325
PNEU,RF.,NA,health,5
PNEU,XNL3.25,EXCENEL.Beef,health,235
PNEU,ZUPRV1.1,zuprevo,health,7
PNEU,NA,NA,health,8
PREG,102 DAYS,NA,repro,2
PREG,106 DAYS,NA,repro,1
PREG,109 DAYS,NA,repro,1
PREG,111 DAYS,NA,repro,1
PREG,112 DAYS,NA,repro,1
PREG,113 DAYS,NA,repro,1
PREG,116 DAYS,NA,repro,1
PREG,117 DAYS,NA,repro,1
PREG,120 DAYS,NA,repro,1
PREG,123 DAYS,NA,repro,2
PREG,130 DAYS,NA,repro,3
PREG,133 DAYS,NA,repro,2
PREG,134 DAYS,NA,repro,1
PREG,135 DAYS,NA,repro,1
PREG,137 DAYS,NA,repro,1
PREG,138 DAYS,NA,repro,1
PREG,139 DAYS,NA,repro,1
PREG,140 DAYS,NA,repro,2
PREG,144 DAYS,NA,repro,9
PREG,145 DAYS,NA,repro,6
PREG,146 DAYS,NA,repro,8
PREG,147 DAYS,NA,repro,8
PREG,148 DAYS,NA,repro,3
PREG,149 DAYS,NA,repro,4
PREG,150 DAYS,NA,repro,8
PREG,151 DAYS,NA,repro,2937
PREG,152 DAYS,NA,repro,466
PREG,153 DAYS,NA,repro,400
PREG,154 DAYS,NA,repro,370
PREG,155 DAYS,NA,repro,452
PREG,156 DAYS,NA,repro,536
PREG,157 DAYS,NA,repro,911
PREG,158 DAYS,NA,repro,383
PREG,159 DAYS,NA,repro,140
PREG,16 DAYS,NA,repro,1
PREG,160 DAYS,NA,repro,102
PREG,161 DAYS,NA,repro,118
PREG,162 DAYS,NA,repro,120
PREG,163 DAYS,NA,repro,138
PREG,164 DAYS,NA,repro,193
PREG,165 DAYS,NA,repro,49
PREG,166 DAYS,NA,repro,25
PREG,167 DAYS,NA,repro,20
PREG,168 DAYS,NA,repro,21
PREG,169 DAYS,NA,repro,16
PREG,170 DAYS,NA,repro,16
PREG,171 DAYS,NA,repro,23
PREG,172 DAYS,NA,repro,14
PREG,173 DAYS,NA,repro,8
PREG,174 DAYS,NA,repro,6
PREG,175 DAYS,NA,repro,9
PREG,176 DAYS,NA,repro,3
PREG,177 DAYS,NA,repro,8
PREG,178 DAYS,NA,repro,9
PREG,179 DAYS,NA,repro,11
PREG,180 DAYS,NA,repro,4
PREG,181 DAYS,NA,repro,8
PREG,182 DAYS,NA,repro,7
PREG,183 DAYS,NA,repro,9
PREG,184 DAYS,NA,repro,12
PREG,185 DAYS,NA,repro,9
PREG,186 DAYS,NA,repro,4
PREG,187 DAYS,NA,repro,3
PREG,188 DAYS,NA,repro,4
PREG,189 DAYS,NA,repro,5
PREG,190 DAYS,NA,repro,4
PREG,191 DAYS,NA,repro,7
PREG,192 DAYS,NA,repro,3
PREG,193 DAYS,NA,repro,7
PREG,194 DAYS,NA,repro,7
PREG,195 DAYS,NA,repro,4
PREG,196 DAYS,NA,repro,3
PREG,198 DAYS,NA,repro,2
PREG,199 DAYS,NA,repro,1
PREG,200 DAYS,NA,repro,1
PREG,203 DAYS,NA,repro,1
PREG,204 DAYS,NA,repro,2
PREG,205 DAYS,NA,repro,2
PREG,206 DAYS,NA,repro,5
PREG,207 DAYS,NA,repro,2
PREG,208 DAYS,NA,repro,1
PREG,209 DAYS,NA,repro,2
PREG,210 DAYS,NA,repro,3
PREG,211 DAYS,NA,repro,1
PREG,212 DAYS,NA,repro,3
PREG,213 DAYS,NA,repro,3
PREG,214 DAYS,NA,repro,8
PREG,215 DAYS,NA,repro,6
PREG,216 DAYS,NA,repro,3
PREG,217 DAYS,NA,repro,1
PREG,241 DAYS,NA,repro,1
PREG,29 DAYS,NA,repro,1
PREG,30 DAYS,NA,repro,1
PREG,31 DAYS,NA,repro,78
PREG,32 DAYS,NA,repro,3617
PREG,33 DAYS,NA,repro,512
PREG,34 DAYS,NA,repro,493
PREG,35 DAYS,NA,repro,605
PREG,36 DAYS,NA,repro,709
PREG,37 DAYS,NA,repro,774
PREG,38 DAYS,NA,repro,1205
PREG,39 DAYS,NA,repro,468
PREG,40 DAYS,NA,repro,310
PREG,41 DAYS,NA,repro,299
PREG,42 DAYS,NA,repro,234
PREG,43 DAYS,NA,repro,271
PREG,44 DAYS,NA,repro,270
PREG,45 DAYS,NA,repro,226
PREG,46 DAYS,NA,repro,164
PREG,47 DAYS,NA,repro,185
PREG,48 DAYS,NA,repro,227
PREG,49 DAYS,NA,repro,26
PREG,50 DAYS,NA,repro,30
PREG,51 DAYS,NA,repro,17
PREG,52 DAYS,NA,repro,23
PREG,53 DAYS,NA,repro,25
PREG,54 DAYS,NA,repro,28
PREG,55 DAYS,NA,repro,27
PREG,56 DAYS,NA,repro,10
PREG,57 DAYS,NA,repro,7
PREG,58 DAYS,NA,repro,11
PREG,59 DAYS,NA,repro,12
PREG,60 DAYS,NA,repro,10
PREG,61 DAYS,NA,repro,4
PREG,62 DAYS,NA,repro,9
PREG,63 DAYS,NA,repro,1
PREG,65 DAYS,NA,repro,2
PREG,66 DAYS,NA,repro,1
PREG,67 DAYS,NA,repro,2
PREG,68 DAYS,NA,repro,3
PREG,69 DAYS,NA,repro,1
PREG,71 DAYS,NA,repro,339
PREG,72 DAYS,NA,repro,288
PREG,73 DAYS,NA,repro,297
PREG,74 DAYS,NA,repro,292
PREG,75 DAYS,NA,repro,286
PREG,76 DAYS,NA,repro,328
PREG,77 DAYS,NA,repro,287
PREG,78 DAYS,NA,repro,6
PREG,79 DAYS,NA,repro,7
PREG,80 DAYS,NA,repro,4
PREG,81 DAYS,NA,repro,6
PREG,82 DAYS,NA,repro,3
PREG,83 DAYS,NA,repro,5
PREG,84 DAYS,NA,repro,5
PREG,85 DAYS,NA,repro,1
PREG,87 DAYS,NA,repro,2
PREG,88 DAYS,NA,repro,1
PREG,89 DAYS,NA,repro,1
PREG,90 DAYS,NA,repro,1
PREG,91 DAYS,NA,repro,1
PREG,92 DAYS,NA,repro,1
PREG,94 DAYS,NA,repro,1
PREG,97 DAYS,NA,repro,1
PREG,TW,NA,repro,6
PREG,TWIN,NA,repro,76
PREG,TWINS,NA,repro,1
PREG,TWINTWSH,NA,repro,1
PREG,TWSH,NA,repro,101
PREV,110 DAYS,NA,repro,2
PREV,115 DAYS,NA,repro,1
PREV,116 DAYS,NA,repro,1
PREV,122,NA,repro,1
PREV,123 DAYS,NA,repro,1
PREV,124 DAYS,NA,repro,1
PREV,128 DAYS,NA,repro,1
PREV,130 DAYS,NA,repro,1
PREV,137 DAYS,NA,repro,1
PREV,150,NA,repro,1
PREV,150 DAYS,NA,repro,1
PREV,175 DAYS,NA,repro,1
PREV,180 DAYS,NA,repro,1
PREV,220 DAYS,NA,repro,1
PREV,245 DAYS,NA,repro,1
PREV,250,NA,repro,1
PREV,32 DAYS,NA,repro,162
PREV,33 DAYS,NA,repro,45
PREV,34 DAYS,NA,repro,30
PREV,35 DAYS,NA,repro,40
PREV,36 DAYS,NA,repro,35
PREV,37 DAYS,NA,repro,63
PREV,38 DAYS,NA,repro,71
PREV,39 DAYS,NA,repro,24
PREV,40 DAYS,NA,repro,2
PREV,41 DAYS,NA,repro,5
PREV,42 DAYS,NA,repro,4
PREV,43 DAYS,NA,repro,4
PREV,44 DAYS,NA,repro,2
PREV,45,NA,repro,1
PREV,45 DAYS,NA,repro,14
PREV,46 DAYS,NA,repro,4
PREV,48 DAYS,NA,repro,2
PREV,49 DAYS,NA,repro,3
PREV,50 DAYS,NA,repro,3
PREV,51 DAYS,NA,repro,3
PREV,52 DAYS,NA,repro,3
PREV,53 DAYS,NA,repro,1
PREV,54 DAYS,NA,repro,2
PREV,55 DAYS,NA,repro,3
PREV,56 DAYS,NA,repro,2
PREV,58 DAYS,NA,repro,1
PREV,60 DAYS,NA,repro,3
PREV,62 DAYS,NA,repro,3
PREV,63 DAYS,NA,repro,4
PREV,64 DAYS,NA,repro,4
PREV,65 DAYS,NA,repro,5
PREV,66 DAYS,NA,repro,4
PREV,67 DAYS,NA,repro,4
PREV,70 DAYS,NA,repro,2
PREV,71 DAYS,NA,repro,1
PREV,72 DAYS,NA,repro,1
PREV,76 DAYS,NA,repro,1
PREV,78 DAYS,NA,repro,1
PREV,80 DAYS,NA,repro,2
PREV,83 DAYS,NA,repro,1
PREV,97 DAYS,NA,repro,1
PREV,TWIN,NA,repro,6
PREV,TWSH,NA,repro,3
RECK,0112,NA,repro,1
RECK,ADH,NA,repro,1
RECK,CYL,NA,repro,1
RECK,DEAD,NA,repro,1
RECK,F40,NA,repro,2
RECK,F90,NA,repro,1
RECK,FL 60,NA,repro,1
RECK,FL40,NA,repro,1
RECK,GNRH,NA,repro,11
RECK,LO,NA,repro,1
RECK,PP,NA,repro,248
RECK,SCARS,NA,repro,1
RECK,THREE,NA,repro,1
RECK,TVH,NA,repro,1
RECK,TW,NA,repro,1
RECK,TWIN,NA,repro,16
RECK,TWSH,NA,repro,150
RECK,UT,NA,repro,1
RECK,NA,NA,repro,164
RESULT,BHB/,BHB.Result,measure,1
RP,EXN3.25,EXENEL.IM,health,39
RP,PEN3.50,PEN G,health,171
RP,PLY3.25,POLYFLEX.IM,health,847
RP,PLY3.25+,POLYFLEX.IM,health,1
SALE,LAME,NA,unknown,1
SALE,ONE,NA,unknown,5
SALE,NA,NA,unknown,145
SOLD,10.25.25,NA,lact_parameter,1
SOLD,14,NA,lact_parameter,1
SOLD,2,NA,lact_parameter,18
SOLD,24 MAST,NA,lact_parameter,1
SOLD,3,NA,lact_parameter,4
SOLD,4,NA,lact_parameter,1
SOLD,ABORT,NA,lact_parameter,41
SOLD,ABORTED,NA,lact_parameter,2
SOLD,ANGUS,NA,lact_parameter,3
SOLD,BEEF,NA,lact_parameter,3
SOLD,BIG,NA,lact_parameter,2
SOLD,BLOOAT,NA,lact_parameter,1
SOLD,BLOODY,NA,lact_parameter,4
SOLD,BLOWNUDR,NA,lact_parameter,1
SOLD,BULL,NA,lact_parameter,1
SOLD,CANCER,NA,lact_parameter,1
SOLD,CANGRENE,NA,lact_parameter,2
SOLD,CANR,NA,lact_parameter,1
SOLD,CANSER,NA,lact_parameter,6
SOLD,CANSER.,NA,lact_parameter,1
SOLD,CAR16,NA,lact_parameter,3
SOLD,CAR17,NA,lact_parameter,697
SOLD,CAR2,NA,lact_parameter,8705
SOLD,CAR22,NA,lact_parameter,3
SOLD,CAR3,NA,lact_parameter,6
SOLD,CAR4,NA,lact_parameter,63
SOLD,CAR5,NA,lact_parameter,2
SOLD,CAR8,NA,lact_parameter,26
SOLD,CASER,NA,lact_parameter,2
SOLD,CENT,NA,lact_parameter,2
SOLD,CHRONIC,NA,lact_parameter,1
SOLD,CNR EYE,NA,lact_parameter,1
SOLD,CROSS,NA,lact_parameter,3
SOLD,DA,NA,lact_parameter,1
SOLD,DA NT,NA,lact_parameter,1
SOLD,DIARHEA,NA,lact_parameter,70
SOLD,DIGESTIV,NA,lact_parameter,1
SOLD,DIRHEA,NA,lact_parameter,1
SOLD,DOWN,NA,lact_parameter,7
SOLD,E-COLI,NA,lact_parameter,1
SOLD,ERPRO,NA,lact_parameter,1
SOLD,FAT,NA,lact_parameter,6
SOLD,FOOTROT,NA,lact_parameter,1
SOLD,FROST,NA,lact_parameter,2
SOLD,FROSTBIT,NA,lact_parameter,2
SOLD,INCHADA,NA,lact_parameter,1
SOLD,INJ,NA,lact_parameter,26
SOLD,INJURY,NA,lact_parameter,8
SOLD,LAME,NA,lact_parameter,51
SOLD,LAME.,NA,lact_parameter,2
SOLD,LEG,NA,lact_parameter,2
