Event,Remark,Protocols,event_type,count_rows
SOLD,LOBAG,NA,lact_parameter,1
SOLD,LOWBAG,NA,lact_parameter,2
SOLD,MASRT,NA,lact_parameter,1
SOLD,MAST,NA,lact_parameter,508
SOLD,MET B,NA,lact_parameter,2
SOLD,MT BEEF,NA,lact_parameter,1
SOLD,MUMMY,NA,lact_parameter,1
SOLD,NO MILK,NA,lact_parameter,4
SOLD,NO MINK,NA,lact_parameter,1
SOLD,NORHEN,NA,lact_parameter,9
SOLD,NORTHEN,NA,lact_parameter,1
SOLD,NORTHERN,NA,lact_parameter,8
SOLD,NORTHRN,NA,lact_parameter,1
SOLD,NOT HERE,NA,lact_parameter,1
SOLD,NOTHEN,NA,lact_parameter,133
SOLD,NOTHEN.,NA,lact_parameter,1
SOLD,NOTNEN,NA,lact_parameter,2
SOLD,PEOD,NA,lact_parameter,1
SOLD,PNEU,NA,lact_parameter,105
SOLD,PRO0D,NA,lact_parameter,1
SOLD,PROD,NA,lact_parameter,619
SOLD,PROED,NA,lact_parameter,1
SOLD,PS,NA,lact_parameter,40
SOLD,PZ DAIRY,NA,lact_parameter,39
SOLD,P[ROD,NA,lact_parameter,2
SOLD,REPOR,NA,lact_parameter,5
SOLD,REPORO,NA,lact_parameter,1
SOLD,REPPRO,NA,lact_parameter,1
SOLD,REPR4O,NA,lact_parameter,1
SOLD,REPRO,NA,lact_parameter,750
SOLD,REPROP,NA,lact_parameter,1
SOLD,REPRTO,NA,lact_parameter,1
SOLD,REP[RO,NA,lact_parameter,2
SOLD,RE[PRO,NA,lact_parameter,1
SOLD,SLCC,NA,lact_parameter,115
SOLD,SPLITS,NA,lact_parameter,1
SOLD,TENDINES,NA,lact_parameter,1
SOLD,TENDNES,NA,lact_parameter,1
SOLD,TENDONES,NA,lact_parameter,2
SOLD,UDDER,NA,lact_parameter,2
SOLD,UDR,NA,lact_parameter,1
SOLD,UGLY,NA,lact_parameter,1
SOLD,ULCERS,NA,lact_parameter,1
SOLD,ULSERAS,NA,lact_parameter,1
SOLD,XFAT,NA,lact_parameter,2
SOLD,NA,NA,lact_parameter,3663
SYSMAST,BIOMYCIN,Biomycin,health,48
SYSMAST,EXN3.25,EXENEL.SQ,health,460
SYSMAST,EXN3.25.,EXENEL.SQ,health,1
SYSMAST,SLC3LF,SPECTRA-LC.IM,health,6
SYSMAST,SLC3LF.,SPECTRA-LC.IM,health,38
SYSMAST,SLC3LFLR,SPECTRA-LC.IM,health,1
SYSMAST,SLC3LR,SPECTRA-LC.IM,health,6
SYSMAST,SLC3LR.,SPECTRA-LC.IM,health,38
SYSMAST,SLC3LRLF,SPECTRA-LC.IM,health,1
SYSMAST,SLC3LRRR,SPECTRA-LC.IM,health,1
SYSMAST,SLC3RF.,SPECTRA-LC.IM,health,38
SYSMAST,SLC3RFLF,SPECTRA-LC.IM,health,1
SYSMAST,SLC3RR,SPECTRA-LC.IM,health,7
SYSMAST,SLC3RR.,SPECTRA-LC.IM,health,35
SYSMAST,SLC3RRRF,SPECTRA-LC.IM,health,1
SYSMAST,SLCRRRF,SPECTRA-LC.IM,health,1
TEAT3,02/4RFRR,NA,management,1
TEAT3,02/4RRRF,NA,management,2
TEAT3,03/4.RR.,NA,management,1
TEAT3,1/4 LF,NA,management,2
TEAT3,1/4 RF,NA,management,1
TEAT3,2/4,NA,management,4
TEAT3,2/4 LFLR,NA,management,2
TEAT3,2/4 LFRF,NA,management,2
TEAT3,2/4 LRLF,NA,management,6
TEAT3,2/4 LRRR,NA,management,5
TEAT3,2/4 RFRR,NA,management,1
TEAT3,2/4 RRLR,NA,management,1
TEAT3,2/4 RRRF,NA,management,4
TEAT3,2/4LRRRR,NA,management,1
TEAT3,2TEAT,NA,management,1
TEAT3,3/4LF,NA,management,5
TEAT3,3/4LR,NA,management,6
TEAT3,3/4RF,NA,management,11
TEAT3,3/4RR,NA,management,6
TEAT3,34,NA,management,2
TEAT3,LF,NA,management,76
TEAT3,LF///,NA,management,1
TEAT3,LR,NA,management,48
TEAT3,LRLF 2/4,NA,management,1
TEAT3,RF,NA,management,86
TEAT3,RR,NA,management,58
TEAT3,NA,NA,management,5
TOAI,NA,NA,unknown,2461
TOCLOSE,NA,NA,management,8877
TOGROWR,NA,NA,management,3361
TRIM,WART,NA,health,1
TRIM,NA,NA,health,4889
VACC,-,Pre-Breeding,vac,55
VACC,-,NA,vac,65
VACC,0,Pre-Breeding,vac,1282
VACC,BOV_UL,Pre-Breeding,vac,1396
VACC,BOV_UL,NA,vac,66
VACC,EP10.UB7,NA,vac,2190
VACC,INFORCE,NA,vac,367
VACC,NASALGEN,NA,vac,920
VACC,TNGLE10,NA,vac,2679
VACC,NA,NA,vac,169
VACC3W,EXP10.UB,NA,vac,2255
VACC3W,NA,NA,vac,97
WART,WRAP3,WRAP,unknown,90
WEIGHTS,1004,NA,unknown,173
WEIGHTS,1031,NA,unknown,79
WEIGHTS,1033,NA,unknown,172
WEIGHTS,1035,NA,unknown,57
WEIGHTS,1037,NA,unknown,171
WEIGHTS,1038,NA,unknown,172
WEIGHTS,1052,NA,unknown,85
WEIGHTS,1063,NA,unknown,86
WEIGHTS,1095,NA,unknown,73
WEIGHTS,1114,NA,unknown,80
WEIGHTS,1116,NA,unknown,42
WEIGHTS,1131,NA,unknown,43
WEIGHTS,1172,NA,unknown,42
WEIGHTS,1178,NA,unknown,43
WEIGHTS,1180,NA,unknown,41
WEIGHTS,1187,NA,unknown,41
WEIGHTS,1190,NA,unknown,84
WEIGHTS,1192,NA,unknown,80
WEIGHTS,1193,NA,unknown,40
WEIGHTS,1195,NA,unknown,42
WEIGHTS,1198,NA,unknown,42
WEIGHTS,1200,NA,unknown,313
WEIGHTS,1201,NA,unknown,42
WEIGHTS,1205,NA,unknown,123
WEIGHTS,1221,NA,unknown,41
WEIGHTS,1225,NA,unknown,42
WEIGHTS,1230,NA,unknown,82
WEIGHTS,1231,NA,unknown,82
WEIGHTS,1233,NA,unknown,42
WEIGHTS,1242,NA,unknown,83
WEIGHTS,1243,NA,unknown,42
WEIGHTS,1244,NA,unknown,40
WEIGHTS,1251,NA,unknown,81
WEIGHTS,1252,NA,unknown,40
WEIGHTS,1254,NA,unknown,42
WEIGHTS,1260,NA,unknown,81
WEIGHTS,1261,NA,unknown,42
WEIGHTS,1262,NA,unknown,41
WEIGHTS,1269,NA,unknown,40
WEIGHTS,1278,NA,unknown,84
WEIGHTS,1279,NA,unknown,42
WEIGHTS,1287,NA,unknown,84
WEIGHTS,1290,NA,unknown,84
WEIGHTS,1294,NA,unknown,42
WEIGHTS,1297,NA,unknown,81
WEIGHTS,1298,NA,unknown,42
WEIGHTS,1302,NA,unknown,42
WEIGHTS,1372,NA,unknown,113
WEIGHTS,283,NA,unknown,132
WEIGHTS,285,NA,unknown,133
WEIGHTS,292,NA,unknown,131
WEIGHTS,305,NA,unknown,122
WEIGHTS,317,NA,unknown,105
WEIGHTS,324,NA,unknown,105
WEIGHTS,337,NA,unknown,125
WEIGHTS,342,NA,unknown,117
WEIGHTS,353,NA,unknown,101
WEIGHTS,355,NA,unknown,117
WEIGHTS,377,NA,unknown,97
WEIGHTS,396,NA,unknown,150
WEIGHTS,415,NA,unknown,113
WEIGHTS,419,NA,unknown,104
WEIGHTS,475,NA,unknown,80
WEIGHTS,484,NA,unknown,162
WEIGHTS,529,NA,unknown,159
WEIGHTS,557,NA,unknown,80
WEIGHTS,691,NA,unknown,157
WEIGHTS,692,NA,unknown,259
WEIGHTS,988,NA,unknown,92
WEIGHTS,991,NA,unknown,82
WEIGHTS,PEN10OIL,peng_oil,unknown,480
WEIGHTS,NA,NA,unknown,95
WELL,12,NA,management,1
WELL,6,NA,management,2
WELL,8,NA,management,1
WELL,FAT,NA,management,8
WELL,HEAT,NA,management,4
WELL,LAME,NA,management,1
WELL,LOCA,NA,management,3
WELL,WART,NA,management,1
WELL,NA,NA,management,6265
XID,28301,NA,management,1
XID,28302,NA,management,1
XID,28303,NA,management,1
XID,28306,NA,management,1
XID,6040,NA,management,1
